Nationality,Unnamed: 0,ID,Age,Overall,Potential,Value,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Rating,Quantidade
Azerbaijan,11704.0,211200.4,26.0,63.0,66.8,519000.0,2200.0,1637.8,1.0,4.0,2.4,15.2,52.2,54.4,50.6,57.6,51.0,62.2,51.0,48.0,50.6,61.4,67.8,70.6,68.2,58.4,62.6,69.8,64.4,67.2,71.2,55.0,57.4,38.0,55.6,55.8,61.6,54.4,44.2,41.4,39.8,9.6,11.4,10.0,8.0,10.8,64.9,5
Barbados,11952.0,182300.33333333334,27.666666666666668,63.333333333333336,65.0,401666.6666666667,3666.6666666666665,1536.3333333333333,1.0,2.6666666666666665,2.0,9.333333333333334,46.666666666666664,52.333333333333336,55.333333333333336,54.333333333333336,47.333333333333336,53.666666666666664,39.333333333333336,41.333333333333336,43.333333333333336,55.666666666666664,74.0,73.33333333333333,68.66666666666667,59.666666666666664,69.33333333333333,52.333333333333336,57.333333333333336,74.66666666666667,73.0,43.666666666666664,60.666666666666664,35.666666666666664,53.333333333333336,41.0,53.0,59.666666666666664,34.333333333333336,37.333333333333336,36.333333333333336,12.333333333333334,8.666666666666666,8.333333333333334,11.666666666666666,8.333333333333334,64.16666666666667,3
Belarus,5204.0,218392.5,28.75,70.25,71.0,2443750.0,8000.0,1545.25,1.25,3.0,2.25,26.25,52.75,54.25,41.75,55.5,49.5,55.0,52.75,45.75,49.5,58.5,54.5,53.5,55.75,63.75,57.5,61.25,59.75,56.0,69.5,57.75,34.25,31.25,53.0,57.25,53.5,68.0,25.25,32.75,30.75,23.5,26.5,25.5,23.25,24.0,70.625,4
Belgium,7363.334615384615,207020.61153846153,24.334615384615386,68.81153846153846,74.38846153846154,4699673.076923077,18480.76923076923,1640.9153846153847,1.22007722007722,3.2046332046332044,2.471042471042471,21.44015444015444,52.65250965250965,46.48262548262548,50.96911196911197,61.03861003861004,46.4054054054054,56.656370656370655,49.38223938223938,47.1042471042471,56.02316602316602,60.6988416988417,64.47490347490347,64.5945945945946,64.47876447876448,64.08494208494209,63.683397683397686,59.01544401544402,66.22779922779922,60.633204633204635,65.37065637065638,50.21235521235521,55.262548262548265,45.28957528957529,51.003861003861005,56.575289575289574,49.98069498069498,61.51737451737452,45.67567567567568,46.23938223938224,44.262548262548265,19.45945945945946,19.06949806949807,19.054054054054053,19.166023166023166,19.594594594594593,71.6,260
Belize,14847.0,232014.0,25.0,60.0,61.0,250000.0,1000.0,1611.0,1.0,2.0,2.0,19.0,51.0,60.0,69.0,59.0,59.0,61.0,44.0,23.0,49.0,59.0,70.0,73.0,65.0,53.0,67.0,66.0,73.0,50.0,77.0,55.0,69.0,30.0,64.0,58.0,50.0,52.0,53.0,42.0,27.0,6.0,5.0,6.0,10.0,8.0,60.5,1
Benin,7887.466666666666,213555.2,26.066666666666666,67.46666666666667,70.66666666666667,1646333.3333333333,8666.666666666666,1587.4,1.0,2.7333333333333334,2.2666666666666666,17.466666666666665,47.8,47.4,58.6,56.2,43.06666666666667,50.53333333333333,44.13333333333333,40.53333333333333,50.666666666666664,56.53333333333333,61.06666666666667,64.6,61.666666666666664,60.6,57.4,53.333333333333336,68.46666666666667,64.2,73.4,47.333333333333336,61.86666666666667,45.93333333333333,47.93333333333333,50.2,49.2,59.8,44.733333333333334,46.666666666666664,42.53333333333333,17.066666666666666,18.4,18.133333333333333,19.666666666666668,17.533333333333335,69.06666666666666,15
Bermuda,9013.5,198309.0,27.5,66.5,66.5,1087500.0,16500.0,1760.5,1.0,3.0,3.0,25.5,60.5,61.0,48.0,59.5,61.5,66.0,60.5,60.0,48.0,65.5,81.0,78.0,77.5,62.0,80.0,63.5,65.0,66.5,65.0,61.5,59.5,52.0,67.0,63.5,61.0,60.0,37.0,49.0,37.5,8.5,7.0,10.0,8.5,9.5,66.5,2
Bolivia,9466.066666666668,221943.63333333333,25.533333333333335,65.66666666666667,69.96666666666667,299000.0,833.3333333333334,1534.1333333333334,1.0333333333333334,2.7333333333333334,2.2,13.32,48.8,43.36666666666667,51.13333333333333,55.53333333333333,40.166666666666664,52.266666666666666,41.06666666666667,38.2,49.96666666666667,54.266666666666666,63.166666666666664,63.43333333333333,60.13333333333333,59.733333333333334,68.8,50.766666666666666,61.266666666666666,66.96666666666667,55.43333333333333,42.93333333333333,52.3,45.4,47.06666666666667,49.1,49.96666666666667,54.266666666666666,48.43333333333333,47.06666666666667,46.53333333333333,15.933333333333334,15.366666666666667,16.866666666666667,16.6,16.1,67.81666666666666,30
Bosnia Herzegovina,7428.9672131147545,212489.4262295082,26.0,68.63934426229508,72.34426229508196,3682377.049180328,14868.852459016394,1646.0655737704917,1.2131147540983607,2.9836065573770494,2.5245901639344264,20.540983606557376,52.131147540983605,49.75409836065574,54.52459016393443,62.14754098360656,47.868852459016395,58.26229508196721,51.09836065573771,48.77049180327869,55.9344262295082,62.114754098360656,62.32786885245902,63.14754098360656,61.91803278688525,62.950819672131146,59.91803278688525,61.049180327868854,62.65573770491803,62.90163934426229,69.55737704918033,52.21311475409836,58.31147540983606,47.98360655737705,53.31147540983606,54.83606557377049,51.90163934426229,60.85245901639344,48.31147540983606,48.19672131147541,45.032786885245905,15.524590163934427,15.180327868852459,15.180327868852459,15.327868852459016,15.721311475409836,70.49180327868852,61
Botswana,16977.0,240614.0,20.0,56.0,68.0,160000.0,1000.0,1526.0,1.0,3.0,2.0,33.0,40.0,42.0,45.0,57.0,35.0,55.0,40.0,37.0,56.0,57.0,70.0,72.0,73.0,52.0,79.0,55.0,68.0,70.0,56.0,47.0,52.0,43.0,45.0,57.0,50.0,50.0,45.0,48.0,42.0,10.0,7.0,9.0,6.0,6.0,62.0,1
Brazil,5141.2527206771465,218810.8016928658,27.62515114873035,71.2515114873035,73.35187424425635,4602629.987908102,17778.718258766625,1712.1342200725514,1.1636363636363636,2.9454545454545453,2.633939393939394,18.682424242424243,54.69939393939394,50.65939393939394,57.61333333333334,63.63030303030303,49.91878787878788,60.85090909090909,53.403636363636366,50.25575757575758,57.24,63.84121212121212,66.31878787878787,66.70181818181818,65.20121212121212,68.37454545454545,63.96606060606061,61.36242424242424,64.91151515151515,65.67515151515151,67.2630303030303,53.980606060606064,59.97212121212121,51.28242424242424,54.738181818181815,58.1139393939394,55.30060606060606,65.24121212121211,49.22181818181818,51.28484848484848,48.981818181818184,15.846060606060606,15.44,15.50909090909091,15.389090909090909,16.076363636363638,72.30169286577993,827
Bulgaria,10184.09375,216946.40625,26.84375,64.875,67.40625,699218.75,1000.0,1546.03125,1.0625,3.0,2.34375,15.6875,46.125,45.3125,51.65625,56.875,40.71875,53.53125,44.5625,42.9375,50.8125,55.3125,63.34375,62.09375,60.5625,61.0,64.65625,54.65625,61.96875,61.25,61.375,46.8125,52.4375,41.53125,50.21875,48.8125,46.0625,56.59375,44.6875,43.40625,42.0625,18.25,18.59375,18.125,17.71875,18.5625,66.140625,32
Burkina Faso,7267.125,214459.8125,25.125,68.5625,73.125,2887500.0,12062.5,1675.9375,1.25,2.8125,2.6875,22.375,55.5,51.625,56.625,61.1875,49.8125,62.375,49.875,42.375,54.5625,63.0625,73.4375,74.375,71.625,63.5625,67.875,61.6875,70.0,65.25,66.6875,51.4375,59.1875,41.5625,55.125,55.125,53.0,62.1875,45.625,43.6875,40.375,14.1875,13.5625,13.5625,14.75,13.25,70.84375,16
Burundi,10951.333333333334,221205.33333333334,23.333333333333332,62.333333333333336,69.33333333333333,1268333.3333333333,10666.666666666666,1617.6666666666667,1.3333333333333333,3.3333333333333335,2.6666666666666665,20.0,48.0,59.666666666666664,55.333333333333336,57.333333333333336,53.666666666666664,62.333333333333336,49.666666666666664,45.666666666666664,53.666666666666664,65.33333333333333,69.33333333333333,69.33333333333333,62.0,59.333333333333336,68.66666666666667,64.66666666666667,64.33333333333333,60.333333333333336,67.0,58.0,49.0,36.666666666666664,59.666666666666664,55.666666666666664,59.0,62.0,32.0,37.0,40.0,8.666666666666666,11.0,12.333333333333334,9.333333333333334,13.666666666666666,65.83333333333333,3
